,osm_id,amenity,beds,addrcity,opening_ho,shop,addrhousen,addrfull,source,man_made,addrstreet,tourism,rooms,name,geometry,long,lat,nearest_office,nearest_school
3401,3915834493.0,fast_food,,Kota Malang,09:00-13:00,,,,,,Kapten Piere Tendean 3,,,Warung Bakso Lek Mi,POINT (112.629304 -7.9873621),112.629304,-7.9873621,0.07192082496773405,0.08547159191305867
3405,3919540029.0,restaurant,,,,,,,,,,,,Urban Pop,POINT (112.6577192 -7.9744317),112.6577192,-7.9744317,0.7857118626842736,1.5380745462573857
3406,3919540271.0,restaurant,,,,,,,,,,,,Rumah Opa,POINT (112.6240173 -7.9726724),112.6240173,-7.9726724,0.45801380714848705,0.2364699205960848
3407,3919847519.0,restaurant,,Kota Malang,,,,,,,Jalan Nusa Kambangan,,,Bakso Solo SMA 5 Malang,POINT (112.6259181 -7.9879289),112.6259181,-7.9879289,0.2710617385658293,0.24744466955780067
3408,3919855362.0,restaurant,,Kota Malang,,,,,,,Jalan Tanimbar,,,Warung Pecel Pak Mul,POINT (112.6272616 -7.990338),112.6272616,-7.990338,0.21044889550591403,0.06425590140581128
3409,3919858335.0,restaurant,,Kota Malang,,,,,,,Jalan Taman Riau,,,Bakso Tek Wan,POINT (112.6279303 -7.9913948),112.6279303,-7.9913948,0.23043865464800253,0.19759066202439435
3412,3919910607.0,restaurant,,,,,,,,,,,,Soto Ayam Lombok Sulawesi,POINT (112.6256758 -7.9882642),112.6256758,-7.9882642,0.29592313276660526,0.23644160781349546
3413,3919973113.0,restaurant,,Malang,11:00-15:00,,,,,,Jalan Tanimbar,,,Es Ketan SMKN 4 Malang,POINT (112.6269577 -7.9899639),112.6269577,-7.9899639,0.22013968017458865,0.03573858538805562
3415,3919978676.0,restaurant,,Malang,,,,,,,Jalan Profesor Mohammad Yamin,,,Bakso Solo Petra,POINT (112.63173 -7.9904278),112.63173,-7.9904278,0.30113735657681,0.06089382526850205
3416,3919981259.0,restaurant,,Kota Malang,17:00-21:00,,,,,,Jalan Nusa Kambangan,,,Tahu Lontong Lamongan Nusakambangan,POINT (112.6278127 -7.9882907),112.6278127,-7.9882907,0.060824591162024766,0.04992228598385725
3417,3919981426.0,restaurant,,Kota Malang,11:00-17:00,,,,,,Piere Tendean 1 D,,,Tahu Lontong Bu Ita,POINT (112.6287371 -7.9876987),112.6287371,-7.9876987,0.07094420266011044,0.025293864450913438
3419,3923116173.0,restaurant,,Kota Malang,11:00-21:00,,,,,,Jalan Nusa Kambangan,,,Mie Pangsit Lezat Cak To,POINT (112.6272196 -7.9880504),112.6272196,-7.9880504,0.12704371542752538,0.1166078774731395
3424,3925263803.0,restaurant,,Kota Malang,,,,,,,Jalan Sempu,,,Soto Ayam Sempu,POINT (112.6246876 -7.9941376),112.6246876,-7.9941376,0.30645513005557107,0.5583100621412955
3434,3931659111.0,restaurant,,,,,,,,,,,,Lombok Ijo,POINT (111.5209545 -7.6264521),111.5209545,-7.6264521,0.22330832817641508,0.05867325328801687
3436,3931659115.0,fast_food,,,,,,,,,,,,Pizza Hut,POINT (111.5199597 -7.6246772),111.5199597,-7.6246772,0.3119730423523686,0.13285454917349654
3437,3931659117.0,restaurant,,,,,,,,,,,,Rumah makan Padang Parmato Bundo,POINT (111.5207724 -7.6264841),111.5207724,-7.6264841,0.20393609877966434,0.06843683747401828
3447,3953125335.0,cafe,,,,,,,,,,,,Starbucks,POINT (112.7504732 -7.2621634),112.7504732,-7.2621634,0.1265838421958264,0.49854120097983234
3451,3958387071.0,cafe,,Malang,,,32,Jalan Tlogomas,,,,,,Double Six 66,POINT (112.6019638 -7.9268277),112.6019638,-7.9268277,0.519719917124262,1.840662889453584
3452,3958394535.0,cafe,,Malang,,,32,Jalan Tlogomas,,,,,,Ria Djenaka,POINT (112.5959582 -7.9222431),112.5959582,-7.9222431,1.279399726964511,2.480305696666688
3453,3958402652.0,cafe,,Malang,,,40,Jalan Tlogomas,,,,,,Otoy The Waroeng,POINT (112.5959289 -7.9221676),112.5959289,-7.9221676,1.287986385434822,2.4841495807641465
3454,3958412935.0,cafe,,Malang,,,,Jalan Tlogomas,,,,,,Paffee Coffee,POINT (112.6028748 -7.9274959),112.6028748,-7.9274959,0.43231677773365274,1.7572387675517074
3455,3958413109.0,cafe,,Malang,,,42,Jalan Tlogomas,,,,,,Benndoll Caffee,POINT (112.5951206 -7.9214528),112.5951206,-7.9214528,1.4051589093840169,2.5800418133501877
3456,3958414333.0,cafe,,Malang,,,16,Jalan Tlogomas,,,,,,Agil Coffee,POINT (112.5986272 -7.923725),112.5986272,-7.923725,0.978904668965109,2.179481162084616
3457,3958416341.0,cafe,,Malang,,,Kav 1,Jalan Tlogomas,,,,,,Mimiq Koffie,POINT (112.6024304 -7.9266382),112.6024304,-7.9266382,0.5311313591840372,1.7863508897644549
3458,3958540121.0,cafe,,Malang,,,505,Jalan Puncak Borobudur,,,,,,Arek-arek Cafe,POINT (112.6245666 -7.9360207),112.6245666,-7.9360207,0.35677878852582406,0.062021557088425806
3459,3958540208.0,cafe,,Malang,,,Kav 11,Jalan Soekarno - Hatta,,,,,,Cotton Co,POINT (112.6269133 -7.9369824),112.6269133,-7.9369824,0.09225223624567101,0.10855261483672286
3460,3958543412.0,cafe,,Malang,,,82C,Jalan Soekarno - Hatta,,,,,,Calories,POINT (112.6280513 -7.9375369),112.6280513,-7.9375369,0.08245976913891437,0.16599738798840902
3461,3958543862.0,cafe,,Malang,,,Kav 1,,,,Jalan Candi Trowulan,,,Vens Coffee,POINT (112.6330511 -7.9395489),112.6330511,-7.9395489,0.6634655696230415,0.3131171404020607
3462,3958546347.0,cafe,,Malang,,,25,Jalan Soekarno - Hatta,,,,,,Labore Coffee Eatery,POINT (112.630696 -7.9393279),112.630696,-7.9393279,0.4126757241893079,0.4787603020819637
3463,3958548311.0,cafe,,Malang,,,27,Jalan Soekarno - Hatta,,,,,,Hobbies Kitchen,POINT (112.6305699 -7.9392628),112.6305699,-7.9392628,0.39702535528720545,0.463271139678039
3464,3958549900.0,cafe,,Malang,,,34,Jalan Soekarno - Hatta,,,,,,Monkey Garage,POINT (112.629104 -7.938641),112.629104,-7.938641,0.22169700593387484,0.2883848001589623
3465,3958550279.0,cafe,,Malang,,,28,Jalan Soekarno - Hatta,,,,,,Monopoli,POINT (112.6267955 -7.9374452),112.6267955,-7.9374452,0.06515321572801071,0.05609648822496908
3466,3958555964.0,cafe,,Malang,,,26,,,,Jalan Terusan Borobudur,,,Levels,POINT (112.6364505 -7.9390684),112.6364505,-7.9390684,0.3367710535377457,0.08222284307456933
3467,3958556485.0,cafe,,Malang,,,27,,,,Jalan Borobudur,,,Vosco Coffee,POINT (112.6376659 -7.9401682),112.6376659,-7.9401682,0.1849151399452087,0.06498180393950224
3468,3958557847.0,cafe,,Malang,,,Kav 17,,,,Jalan Candi Trowulan,,,Epic Culinary,POINT (112.6333364 -7.9395848),112.6333364,-7.9395848,0.6639357607888003,0.28167135353766026
3469,3958566559.0,cafe,,Malang,,,38A,Jalan Melati,,,,,,Teko Coffee Shop,POINT (112.6319169 -7.9537134),112.6319169,-7.9537134,0.46699704504256495,0.9094187963402846
3470,3958566694.0,cafe,,Malang,,,11A,Jalan Melati,,,,,,Justice Corner,POINT (112.631717 -7.9561138),112.631717,-7.9561138,0.23826236890643138,0.6727243572488847
3471,3958582258.0,cafe,,Malang,,,11,Jalan Bogor,,,,,,DW Coffee Shop,POINT (112.6210363 -7.9617692),112.6210363,-7.9617692,0.34547397962920634,1.143995734940586
3491,4056141919.0,restaurant,,,,,,,,,,,,Sang Surya,POINT (112.5304694 -7.8751036),112.5304694,-7.8751036,0.07886479605952579,0.43231800329251757
3502,4057487440.0,fast_food,,,,,,,,,,,,Yoenoes Roti Bakar,POINT (112.5107783 -7.8663558),112.5107783,-7.8663558,0.03565365025916357,1.2590334700026777
3508,4057505798.0,fast_food,,,,,,,,,,,,Quick Chicken,POINT (112.5325417 -7.8769422),112.5325417,-7.8769422,0.19047819912147754,0.7376307708444981
3510,4057585688.0,fast_food,,,,,,,,,,,,Burger Buto,POINT (112.5189666 -7.8684452),112.5189666,-7.8684452,0.05329328244796275,1.0583281580317774
3517,4057590118.0,fast_food,,,,,,,,,,,,Pos Ketan Legenda - 1967,POINT (112.5260469 -7.8709051),112.5260469,-7.8709051,0.18249276420436122,0.24239680200353036
3518,4057590119.0,restaurant,,,,,,,,,,,,Ampera Pak Jenggot,POINT (112.5268479 -7.8701482),112.5268479,-7.8701482,0.13905664981722124,0.2561692331805119
3520,4057590121.0,restaurant,,,,,,,,,,,,Sang Surya I,POINT (112.527039 -7.8716986),112.527039,-7.8716986,0.08774359769664244,0.10214338249546369
3521,4057590122.0,cafe,,,,,,,,,,,,Kopi Letek,POINT (112.5277599 -7.871369),112.5277599,-7.871369,0.01431553285558778,0.10058624899821633
3522,4057590123.0,restaurant,,,,,,,,,,,,Warung Batu,POINT (112.5277784 -7.8715216),112.5277784,-7.8715216,0.030780509764767344,0.08373429305869051
3524,4057590125.0,restaurant,,,,,,,,,,,,Ayam Bakar Wong Solo,POINT (112.5277168 -7.8711981),112.5277168,-7.8711981,0.006594641278935768,0.11958144651391904
3525,4057590126.0,fast_food,,,,,,,,,,,,Goodlife Ramen,POINT (112.5271745 -7.8717047),112.5271745,-7.8717047,0.07625655901834283,0.09052420714940769
3526,4057590127.0,restaurant,,,,,,,,,,,,HC Putra,POINT (112.526583 -7.8716742),112.526583,-7.8716742,0.11455201060281868,0.14598242817825555
3531,4057590133.0,cafe,,,,,,,,,,,,Racel Risol,POINT (112.5304404 -7.874598),112.5304404,-7.874598,0.11343631602147257,0.3913862192281286
3554,4081191790.0,restaurant,,,,,,,,,,,,Sate naro,POINT (113.606689 -8.3477286),113.606689,-8.3477286,0.16750693957962695,5.870026843959987
3559,4085902685.0,cafe,,,,coffee,,,,,,,,Coffee Taste,POINT (112.6326587 -7.960059),112.6326587,-7.960059,0.012686053611149583,0.26113705786717645
3561,4109440989.0,cafe,,,Mo-Su 09:00-00:00,,91,,,,Jalan Raya Kedaton,,,WARKOP Mak Tun,POINT (111.9270608 -7.200622),111.9270608,-7.200622,0.3838614178359222,0.016970139021981166
3576,4114669793.0,restaurant,,,,,,,,,,,,Dapoer Mie Galau,POINT (112.6334713 -7.9547815),112.6334713,-7.9547815,0.3327006672787687,0.753673752845921
3577,4114670191.0,fast_food,,,24/7,,,,,,,,,"Bakso Matahari, Singoshari",POINT (112.6581514 -7.8913262),112.6581514,-7.8913262,0.9168711261281243,0.36781943828237595
3578,4114686989.0,restaurant,,,,,,,,,,,,Fat Choi Noodle,POINT (112.7491781 -7.2772972),112.7491781,-7.2772972,0.09721231185509675,0.10489130508846384
3590,4146175673.0,cafe,,,,,,,,,,,,Tasmad Coffee,POINT (112.089637 -6.9135917),112.089637,-6.9135917,1.52848808447473,1.8417224327778172
3616,4187484631.0,restaurant,,Surabaya,,,3M MakassaRuko Central Business Park No 8 r,,,,Jl Dr Ir Soekarno Merr Semolowaru,,,3M Makassar,POINT (112.781233 -7.3030962),112.781233,-7.3030962,0.23634463018035307,0.2337956456472478
3617,4187488347.0,restaurant,,Surabaya,,,No.6,,,,Jl. Prambanan,,,Six and Eat,POINT (112.7555903 -7.259623),112.7555903,-7.259623,0.16403413810689652,0.24542555943662783
3619,4187553284.0,restaurant,,"Kedungdoro, Tegalsari, Surabaya",,,No.8-13,,,,Jl. Basuki Rahmat,,,A Cafe,POINT (112.740487 -7.2633233),112.740487,-7.2633233,0.06446194483482522,0.4404269364657061
3620,4187560888.0,fast_food,,Surabaya,,,,,,,Jl. Jend. A. Yani,,,A&W Tamansari Papilio,POINT (112.7302842 -7.3310943),112.7302842,-7.3310943,0.32675469374991195,0.7963418123132316
3621,4187560940.0,fast_food,,Surabaya,,,,,,,Jl. Kolonel I Gusti Ngurah Rai,,,A&W Puri Mas,POINT (112.7853387 -7.3323912),112.7853387,-7.3323912,1.1489737440401628,1.3493102877461804
3622,4187581489.0,fast_food,,Surabaya,,,,,,,Jl. Ir. H. Juanda,,,A&W Juanda International Airport,POINT (112.7946133 -7.3747119),112.7946133,-7.3747119,3.4862899790639394,2.583116438506517
3625,4188596247.0,restaurant,,"Ketabang, Genteng, Surabaya",,,No.11,,,,Jl. Jaksa Agung Suprapto,,,Al hamra restaurant,POINT (112.7461506 -7.2592403),112.7461506,-7.2592403,0.3468350786790168,0.4888743901744755
3626,4188606200.0,cafe,,"Bongkaran, Surabaya",,,,,,,Jalan Stasiun Kota,,,K1 Karaoke Lounge,POINT (112.7413808 -7.242816),112.7413808,-7.242816,0.015590127146639333,0.718690605150335
3628,4188627398.0,restaurant,,"Gubeng, East Java",,,Nomor 46,,,,"Jalan Gubeng Kertajaya, Gang VIA",,,Gudeg Bu Toegijo,POINT (112.7576856 -7.2792009),112.7576856,-7.2792009,0.11801587120576484,0.8804385837925995
3629,4188627920.0,restaurant,,Pucang Sewu Surabaya,,,,,,,Jalan Pucang Anom V,,,"KACANG IJO PUCANG ANOM ""PASAR PUCANG""",POINT (112.7528843 -7.2854392),112.7528843,-7.2854392,0.40587647349833933,0.8879599864166274
3631,4188634711.0,restaurant,,Surabaya,,,No.9,,,,Jl. Doho,,,AIE DOHO,POINT (112.7439225 -7.2818601),112.7439225,-7.2818601,0.529235386736215,0.720455635153536
3632,4188652874.0,restaurant,,Surabaya,,,No.16,,,,Jalan Slamet,,,Aiola Eatery,POINT (112.7502426 -7.258735),112.7502426,-7.258735,0.27083013443518444,0.1190435795009364
3639,4188712496.0,restaurant,,"Gubeng, East Surabaya",,,Nomor 31,,,,Jalan Gubeng Pojok,,,Hanamasa,POINT (112.7513729 -7.2659117),112.7513729,-7.2659117,0.10888336159059915,0.9205164466371837
3645,4188717314.0,restaurant,,"Kedungdoro, Tegalsari, Surabaya",,,,,,,"Jalan Tunjungan, Tunjungan Plaza Ground Floor",,,"Hapsari (Tahu Bakso Semarang, Siomay)",POINT (112.7404451 -7.2622627),112.7404451,-7.2622627,0.053470572441258205,0.542287088775826
3656,4188724989.0,fast_food,,,,,,,,,Jl. Rungkut Asri,,,Mie Ayam Lumayan,POINT (112.7755186 -7.325668),112.7755186,-7.325668,0.7675555174814448,1.6317296847704768
3660,4188733335.0,cafe,,"Segoro Tambak, Sidoarjo, Surabaya, East Java",,,"No.1, Terminal 1 Juanda International Airport",,,,Jl. Ir. H. Juanda,,,Quickly,POINT (112.7936515 -7.374167),112.7936515,-7.374167,3.3707258278782075,2.5870912484569666
3667,4188777124.0,cafe,,"East Java, Surabaya",,,Nomor 161-165,,,,Jalan Siwalankerto,,,High Point Cafe Speciality,POINT (112.7388901 -7.337004),112.7388901,-7.337004,0.4648942612217559,0.3262155797744694
3668,4188778818.0,cafe,,Gubeng,,,Nomor 40,,,,Jalan Sumatera,,,Historica Coffee & Pastry,POINT (112.7494463 -7.2694972),112.7494463,-7.2694972,0.21443121764580148,0.9660254312235445
3669,4188783624.0,restaurant,,"Wonokromo, Surabaya, East Java",,,,,,,JL. Raya Progo,,,Rawon Calculator,POINT (112.7401696 -7.2916281),112.7401696,-7.2916281,0.5739337533478767,1.134045251460746
3670,4188788108.0,restaurant,,"Genteng, Surabaya, East Java",,,78/II,,,,Jalan Embong Malang,,,Rawon Setan,POINT (112.7351462 -7.2592042),112.7351462,-7.2592042,0.5596954127503502,0.49624043645655513
3673,4188793761.0,restaurant,,Sawahan,,,,,,,Jalan Tidar,,,Hok Siong,POINT (112.7323546 -7.2580236),112.7323546,-7.2580236,0.5241888605143431,0.2898601034273306
3680,4188865096.0,cafe,,"Kota SBY, Jawa Timur, Indonesia",,,1,,,,Jl. Semarang,,,Kedai kopi SINGGALANG,POINT (112.7307395 -7.2492813),112.7307395,-7.2492813,0.10053122460128242,0.30728937525336497
3681,4188876092.0,cafe,,"Tegalsari, Jawa Timur, Indonesia",Mo-Su 11:00-22:00,,25,,,,Jalan Tegalsari,,,Kedai Tua Baru,POINT (112.738908 -7.2658757),112.738908,-7.2658757,0.11795363092384203,0.25348751000171504
3690,4188912789.0,restaurant,,"Bubutan, Surabaya, East Java",,,No.26 C,,,,Jl. Kranggan,,,"RM ""PADIN"" Aneka Penyetan (Bu. Dewi Achmad)",POINT (112.7324482 -7.2557805),112.7324482,-7.2557805,0.470512750321366,0.2625662501995584
3696,4188926604.0,restaurant,,"Segoro Tambak, Sidoarjo, Surabaya, East Java",,,,,,,Jl. Ir. H. Juanda,,,RM.Singgalang Jaya,POINT (112.7947068 -7.3750676),112.7947068,-7.3750676,3.5041694436700475,2.5467388937602116
3697,4188930090.0,restaurant,,"Jawa Timur, Indonesia",,,No. 45 C-D,,,,Jalan Raya Kupang Indah,,,Kepiting Cak Gundul 1992,POINT (112.7078732 -7.2782792),112.7078732,-7.2782792,0.29291155868883034,0.4078690420315943
3720,4189063901.0,cafe,,"Keputran, Tegalsari, Surabaya",,,,,,,Jalan Mojopahit,,,Autonet,POINT (112.7425595 -7.2819951),112.7425595,-7.2819951,0.42142292356164596,0.5834954367186898
3725,4189116356.0,restaurant,,"Gayungan, Surabaya",,,No. 166,,,,Jalan Ahmad Yani,,,Ayam Bakar Primarasa,POINT (112.7303911 -7.3301122),112.7303911,-7.3301122,0.4342779719448817,0.9016961123181433
3726,4189119761.0,restaurant,,Surabaya,,,N0.19,,,,Jl. Walikota Mustajab,,,Ayam Bakar Wong Solo,POINT (112.7438561 -7.2599043),112.7438561,-7.2599043,0.428766266382781,0.42816894663861343
3727,4189121072.0,restaurant,,"Sawahan, Surabaya",,,No.9-11,,,,Jl. Tidar,,,Ayam Goreng Asli Pemuda,POINT (112.7310267 -7.2578742),112.7310267,-7.2578742,0.3769192575148142,0.17429348276696688
3728,4189124624.0,restaurant,,"Sawahan, Surabaya",,,No.22,,,,Jl. Tidar,,,Ayam Goreng President,POINT (112.7324236 -7.2580177),112.7324236,-7.2580177,0.5317593858941919,0.2958020605245845
3729,4189128800.0,restaurant,,"Tegal Sari, Surabaya",,,No. 47,,,,"Jl. Raden Ajeng Kartini,",,,Ayam Tulang Lunak Malioboro,POINT (112.7376245 -7.2795144),112.7376245,-7.2795144,0.27515398329184787,0.09382685375203874
3732,4189165836.0,fast_food,,"Jawa Timur, Indonesia",,,"G34-G45,",,,,Jl. Adityawarman,,,KFC Adityawarman,POINT (112.7317307 -7.2946518),112.7317307,-7.2946518,0.4161285524751831,0.8546130153939693
3733,4189167894.0,restaurant,,"Peneleh, Genteng, Surabaya, East Java",,,No.40,,,,Jalan Achmad Jais,,,Rujak Cingur Ahmad Jais,POINT (112.740236 -7.2554948),112.740236,-7.2554948,0.2197382059595773,0.22173568325748974
3734,4189188989.0,restaurant,,"Genteng, Surabaya, East Java",,,No.29,,,,Jl. Genteng Durasim,,,Rujak Cingur Genteng Durasim,POINT (112.7403535 -7.2579908),112.7403535,-7.2579908,0.09456861847896772,0.09154920445446489
3737,4189198093.0,restaurant,,"Sawahan, Surabaya",,,,,,,Jl. Kranggan,,,Bakso Kepala Sapi,POINT (112.7322429 -7.2559081),112.7322429,-7.2559081,0.49602763746817,0.23666427111570973
3738,4189200664.0,restaurant,,"Sawahan, Surabaya",,,No.140,,,,Jl. Raya Arjuno,,,Bakmi Plengkung Gading,POINT (112.7278827 -7.2668316),112.7278827,-7.2668316,0.2751061872916827,0.5852520737358167
3742,4189210933.0,restaurant,,"Jemur Wonosari, Surabaya",,,,,,,Jl. Wonocolo Pabrik Kulit No.69,,,Bakso Kotak Cak Rie,POINT (112.7384304 -7.3188814),112.7384304,-7.3188814,0.7867309207236088,1.323849380322672
3743,4189216552.0,restaurant,,"Airlangga, Gubeng, Surabaya",,,No.11,,,,Jl. Gubeng Jaya Langgar,,,Bakso Pak Sabar,POINT (112.7528146 -7.272636),112.7528146,-7.272636,0.5109762201494137,0.7150979250444699
3745,4189218308.0,restaurant,,"Airlangga, Gubeng, Surabaya",,,,,,,Jl. Gubeng Jaya,,,Bakso Solo,POINT (112.752319 -7.2736436),112.752319,-7.2736436,0.5828933394665433,0.6046474911202973
3748,4189238974.0,restaurant,,"Surabaya, Jawa Timur, Indonesia",,,14,,,,Jl. Kaca Piring,,,Kober Mie Setan,POINT (112.7513861 -7.2599453),112.7513861,-7.2599453,0.21075453041695189,0.2805407678591097
3752,4189254324.0,restaurant,,"Ketabang, Genteng, Surabaya",,,,,,,Jl. Walikota Mustajab No.41,,,Bangi Kopitiam,POINT (112.7452536 -7.2601542),112.7452536,-7.2601542,0.4668986000672096,0.5688457911637106
3753,4189254390.0,restaurant,,"Bungkal, Surabaya",,,,,,,Jl. Raya Bungkal,,,Banana Bil-Bil Food,POINT (112.6520007 -7.2738994),112.6520007,-7.2738994,1.1391023913589413,0.8638971505892971
3755,4189256461.0,restaurant,,"Pradahkali Kendal, Dukuh Pakis, Surabaya",Mo-Su 11:00-23:00,,No.360,,,,Jalan HR. Mohamad,,,Bandar Djakarta,POINT (112.6875828 -7.282705),112.6875828,-7.282705,0.28532822412367176,0.3048932047594153
3756,4189265543.0,restaurant,,"Kedungdoro, Tegalsari, Surabaya",,,,,,,Jalan Simpang Dukuh,,,Bangi Kopitiam,POINT (112.7413609 -7.2605422),112.7413609,-7.2605422,0.22048780752441804,0.3529792135470183
3760,4189279554.0,cafe,,"Manyar Sabrangan, Surabaya, Jawa Timur, Indonesia",,,411,,,,Jalan Kertajaya Indah Tengah V,,,Konig,POINT (112.7762419 -7.2818933),112.7762419,-7.2818933,0.14148254695473364,0.2393573949268108
3762,4189292998.0,restaurant,,"Kendangsari, Tenggilis Mejoyo, Surabaya, East Java",,,No.99,,,,Jl. Raya Kendangsari,,,Rumah Makan Sriwedari,POINT (112.7470407 -7.3212425),112.7470407,-7.3212425,0.1401679160356099,0.36729198790520917
3784,4190997489.0,cafe,,"Darmo, Wonokromo, Surabaya, Jawa Timur, Indonesia",Mo-Th 08:00-22:00; Fr-Su 08:00-23:00,,,,,,Jalan Boulevard Indah,,,Kudos Cafe,POINT (112.6751715 -7.294822),112.6751715,-7.294822,0.019149821302500755,0.24888524200868742
3787,4191000242.0,restaurant,,"Perak Barat, Krembangan, Surabaya",,,,,,,Jl. Tanjung Torowitan,,,Bebek Goreng Cak Yudi,POINT (112.7310234 -7.2215902),112.7310234,-7.2215902,0.11980235169909664,0.28137683362586496
3788,4191000628.0,restaurant,,"Pucang Sewu, Gubeng, Pucang Sewu, Surabaya",,,No.6,,,,Jalan Ngagel Jaya Utara,,,Bebek Goreng H. Slamet,POINT (112.7531493 -7.2892341),112.7531493,-7.2892341,0.2665617025413838,1.2874125920700155
3789,4191003641.0,restaurant,,"Ketabang, Genteng, Surabaya",,,No.47,,,,Jl. Walikota Mustajab,,,Bebek Goreng Harissa,POINT (112.744596 -7.2601562),112.744596,-7.2601562,0.4937109305922219,0.509317527598471
3792,4191006962.0,restaurant,,"Darmo, Wonokromo, Surabaya",,,,,,,Jl. Kanwa No.24,,,Nasi Bebek Kanwa,POINT (112.7305035 -7.2846673),112.7305035,-7.2846673,0.22714313634075906,0.23192513922384508
3796,4191009462.0,restaurant,,"Mojo, Gubeng, Kota SBY, Jawa Timur, Indonesia",,,No.134,,,,Jl. Dharmahusada,,,Bebek Pak Joss Cab. Dharmahusada,POINT (112.7693229 -7.266949),112.7693229,-7.266949,0.09925587939347368,1.2238817344749522
3797,4191009465.0,restaurant,,"Wonokromo, Surabaya",,,No. 50,,,,Jl. Darmokali,,,Restoran Bebek Tepi Sawah Surabaya,POINT (112.7410561 -7.2931307),112.7410561,-7.2931307,0.4193254081589762,1.3218953490021113
3798,4191012268.0,restaurant,,"Kapas Krampung Plaza, Surabaya",,,No. 45,,,,Jalan Kapas Krampung,,,Bebek Sinjay,POINT (112.7587431 -7.2477882),112.7587431,-7.2477882,0.30866727746629696,0.34224341031902705
3800,4191012881.0,restaurant,,"Bubutan, Surabaya",,,No.19A,,,,Jalan Tembaan,,,Bebek Tugu Pahlawan,POINT (112.7378476 -7.2473742),112.7378476,-7.2473742,0.2702408804477992,0.8671543669975206
3801,4191015603.0,restaurant,,"Ngagelrejo, Wonokromo, Surabaya",,,,,,,Jalan Bratang Gede No.68,,,Bebek Kayu Tangan,POINT (112.75236 -7.298135),112.75236,-7.298135,0.7533388183051353,1.3357659988974135
3807,4191041189.0,restaurant,,"Mojo, Gubeng, Surabaya, East Java",,,No.140,,,,Jl. Dharmahusada,,,Sambel Bu Rudy,POINT (112.7698673 -7.267145),112.7698673,-7.267145,0.16170141271896535,1.2710583438197196
3810,4191048384.0,cafe,,"Menur Pumpungan, Sukolilo, Surabaya, East Java",,,No.53D,,,,Jalan Raya Manyar,,,Sapi Milk,POINT (112.7625001 -7.2948767),112.7625001,-7.2948767,0.3348637596538946,0.6094812240416587
3811,4191059952.0,restaurant,,"South Krembangn, Krembangan, Surabaya, East Java",,,,,,,Jl. Sanggar,,,Sate Ayam Madura Krembangan,POINT (112.7338244 -7.2406764),112.7338244,-7.2406764,0.6179665748698723,0.30090382003981714
3812,4191065950.0,restaurant,,"Kalisari, Mulyorejo, Surabaya, East Java",,,No.141,,,,Jl. Raya Mulyosari,,,Sate Ayam Mulyosari,POINT (112.7966507 -7.2687922),112.7966507,-7.2687922,0.08569876043029105,2.431502786473204
3813,4191069983.0,restaurant,,"Genteng, Surabaya, East Java",,,No. 97-99,,,,Jl. Genteng Kali,,,Bima Restaurant,POINT (112.738598 -7.2562508),112.738598,-7.2562508,0.28501110346278,0.28479544407929297
3814,4191074244.0,cafe,,"RT.002/RW.05, Gubeng, Kota Surabaya, Jawa Timur, Indonesia",,,31,,,,Jalan Sumatra,,,Layali Shisha Cafe and Lounge,POINT (112.7506084 -7.2692876),112.7506084,-7.2692876,0.11123257654247895,0.972947142467443
3815,4191092612.0,cafe,,"Tegalsari, Dr. Sutomo, Surabaya",,,No.79,,,,Jl. Untung Suropati,,,Blackbarn Coffee,POINT (112.736194 -7.2848049),112.736194,-7.2848049,0.25224760995211754,0.35450761545881176
3817,4191101739.0,restaurant,,"Keputih, Sukolilo, Surabaya, East Java",,,No. 2C,,,,Jl. Keputih,,,Sate Kambing & Gulai Keputih,POINT (112.7980034 -7.2881922),112.7980034,-7.2881922,1.5239156325307324,2.480545369654409
3818,4191105597.0,restaurant,,"Ketabang, Genteng, Surabaya",,,No. 36,,,,Jl. Walikota Mustajab,,,Sate Klopo Ondomohen,POINT (112.7442619 -7.2599859),112.7442619,-7.2599859,0.4690287240038888,0.4685777999393639
3821,4191117195.0,restaurant,,"Jawa Timur, Indonesia",,,88,,,,"Perum Bukit Mas, Jalan Abdul Wahab Siamin",,,Layar Perum Bukit Mas,POINT (112.7066604 -7.2936484),112.7066604,-7.2936484,0.6125598938842725,1.5630312203330763
3822,4191121303.0,cafe,,"Tegalsari, Kota SBY, Jawa Timur",Mo-Su 08:00-22:00,,2,,,,Jalan Pregolan,,,Le Cafe Gourmand,POINT (112.7399656 -7.2661781),112.7399656,-7.2661781,0.23418084767984457,0.1486062551290636
3829,4191138289.0,restaurant,,"Kapasan, Simokerto, Surabaya, East Java",,,No. 22,,,,Jl. Kapasan,,,Seafood Kapasan (Simo Lawang Baru Pojok),POINT (112.7520042 -7.2403972),112.7520042,-7.2403972,0.6086965964355824,0.4181576422290498
3830,4191144649.0,cafe,,"Tandes, Sukomanunggal, Jawa Timur",,,2,,,,Jalan Sukomanunggal Jaya Blok YL,,,Libby cafe,POINT (112.6967882 -7.2696212),112.6967882,-7.2696212,0.2773016286135419,1.1478049212977102
3833,4191146385.0,restaurant,,"Gebang Putih, Sukolilo, Surabaya, East Java",,,No.2B,,,,Jl. Gebang Wetan,,,Sego Njamoer,POINT (112.7892322 -7.2820499),112.7892322,-7.2820499,0.8522295895947728,1.485317225226052
